,Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2017,Tot_Dsg_Unts_2017,Tot_Clms_2017,Avg_Spnd_Per_Dsg_Unt_Wghtd_2017,Avg_Spnd_Per_Clm_2017,Outlier_Flag_2017,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Outlier_Flag_2021
12573,Pylera,Bismuth/Metronid/Tetracycline,1,Aptalis/Allerga,4169276.46,"637,506","5,173",$6.54,$805.97,0.0,4825167.01,"689,407","5,600",$7.00,$861.64,0.0,5463176.5,"$739,296.00","5,956",$7.39,$917.26,0.0,4848756.26,"667,631","5,310",$7.26,$913.14,0.0,6694287.55,"929,964","7,358",$7.20,$909.80,0
12574,Pyrazinamide,Pyrazinamide,3,Overall,584353.03,"197,144.132","2,945",$3.00,$198.42,0.0,467729.8,"234,837.5","2,628",$1.98,$177.98,0.0,406371.36,"$171,874.80","2,420",$2.38,$167.92,0.0,364117.99,"143,908.35","2,044",$2.52,$178.14,0.0,591784.44,"157,864.5","2,198",$3.74,$269.24,0
12575,Pyrazinamide,Pyrazinamide,1,Versapharm/Akor,433261.86,"125,231.132","1,949",$3.46,$222.30,0.0,300113.03,"146,930.7","1,379",$2.04,$217.63,0.0,235771.04,"$87,422.80","1,280",$2.70,$184.20,0.0,333080.64,"126,639.35","1,780",$2.63,$187.12,0.0,560060.67,"148,034.5","2,050",$3.78,$273.20,0
12576,Pyrazinamide,Pyrazinamide,1,Qualitest/Par P,151091.17,"71,913",996,$2.10,$151.70,0.0,167616.77,"87,906.8","1,249",$1.91,$134.20,0.0,170600.32,"$84,452.00","1,140",$2.02,$149.65,0.0,31037.35,"17,269",264,$1.80,$117.57,0.0,6063.02,"2,821",52,$2.15,$116.60,1
12577,Pyrazinamide,Pyrazinamide,1,Novitium Pharma,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,25660.75,"7,009",96,$3.66,$267.30,1
12578,Pyridium,Phenazopyridine HCl,1,Overall,381143.84,"96,172.211","8,174",$4.03,$46.63,0.0,307086.3,"72,771.4","6,125",$4.28,$50.14,0.0,270539.36,"$61,602.70","5,785",$4.43,$46.77,0.0,240269.69,"52,844","4,916",$4.54,$48.88,0.0,210400.34,"48,065.5","4,812",$4.42,$43.72,0
12579,Pyridium,Phenazopyridine HCl,1,Amneal Pharmace,381143.84,"96,172.211","8,174",$4.03,$46.63,0.0,307086.3,"72,771.4","6,125",$4.28,$50.14,0.0,270539.36,"$61,602.70","5,785",$4.43,$46.77,0.0,240269.69,"52,844","4,916",$4.54,$48.88,0.0,210400.34,"48,065.5","4,812",$4.42,$43.72,0
12580,Pyridostigmine Bromide,Pyridostigmine Bromide,9,Overall,2553619.04,"4,401,447.68","34,584",$0.58,$73.84,0.0,2101863.53,"4,431,113.915","35,362",$0.47,$59.44,0.0,2879019.16,"$4,871,790.82","36,823",$0.51,$78.19,0.0,3922828.42,"5,873,576.588","40,348",$0.53,$97.22,0.0,4547094.7,"6,450,160.217","42,843",$0.54,$106.13,0
12581,Pyridostigmine Bromide,Pyridostigmine Bromide,1,Zydus Pharmaceu,468691.0,"848,607","6,466",$0.55,$72.49,0.0,435817.6,"923,427","7,161",$0.47,$60.86,0.0,470876.7,"$977,153.00","7,826",$0.48,$60.17,0.0,414475.43,"987,396","7,557",$0.42,$54.85,0.0,402779.85,"972,816","7,675",$0.41,$52.48,0
12582,Pyridostigmine Bromide,Pyridostigmine Bromide,1,Sky Pharmaceuti,0.0,,,,,,0.0,,,,,,0.0,,,,,,16276.73,"103,399",788,$0.16,$20.66,0.0,39360.07,"229,525","1,841",$0.17,$21.38,0
12583,Pyridostigmine Bromide,Pyridostigmine Bromide,1,Oceanside Pharm,487610.6,"768,069.56","6,194",$0.63,$78.72,0.0,366523.25,"773,018.055","6,166",$0.47,$59.44,0.0,361442.4,"$732,394.17","5,598",$0.47,$64.57,0.0,805352.15,"952,946.5","5,690",$0.60,$141.54,0.0,1200676.17,"1,127,559.7","6,022",$0.71,$199.38,0
12584,Pyridostigmine Bromide,Pyridostigmine Bromide,1,Novitium Pharma,0.0,,,,,,0.0,,,,,,766840.81,"$380,895.20","1,109",$2.01,$691.47,0.0,1031468.31,"544,398.5","1,552",$1.89,$664.61,0.0,872779.21,"489,929.8","1,436",$1.78,$607.78,0
12585,Pyridostigmine Bromide,Pyridostigmine Bromide,1,Method Pharmace,0.0,,,,,,0.0,,,,,,0.0,,,,,,76996.37,"12,259",169,$6.28,$455.60,0.0,99355.77,"16,348",186,$6.08,$534.17,0
12586,Pyridostigmine Bromide,Pyridostigmine Bromide,1,Major Pharmaceu,0.0,,,,,,0.0,,,,,,0.0,,,,,,1154.44,"2,745",24,$0.42,$48.10,1.0,1117.0,"3,076",29,$0.36,$38.52,1
12587,Pyridostigmine Bromide,Pyridostigmine Bromide,1,Eywa Pharma Inc,0.0,,,,,,0.0,,,,,,29244.49,"$61,954.00",436,$0.47,$67.07,0.0,101986.9,"258,011.76","1,896",$0.40,$53.79,0.0,131521.22,"345,840.717","2,618",$0.38,$50.24,0
12588,Pyridostigmine Bromide,Pyridostigmine Bromide,1,Amneal Pharmace,1593220.29,"2,778,843.12","21,834",$0.57,$72.97,0.0,1297294.18,"2,730,331.36","21,960",$0.48,$59.08,0.0,1249117.7,"$2,716,702.45","21,797",$0.46,$57.31,0.0,1472516.58,"3,006,181.828","22,594",$0.44,$65.17,0.0,1793734.65,"3,250,063","22,857",$0.47,$78.48,0
12589,Pyridostigmine Bromide,Pyridostigmine Bromide,1,Ahp,4097.15,"5,928",90,$0.69,$45.52,1.0,2228.5,"4,337.5",75,$0.51,$29.71,1.0,1497.06,"$2,692.00",57,$0.56,$26.26,1.0,2601.51,"6,239",78,$0.42,$33.35,1.0,5770.76,"15,002",179,$0.38,$32.24,0
12590,Pyridostigmine Bromide ER,Pyridostigmine Bromide,4,Overall,3622815.25,"267,342","5,737",$13.55,$631.48,0.0,2641422.31,"264,871","5,706",$9.99,$462.92,0.0,2342944.82,"$258,726.00","5,431",$9.06,$431.40,0.0,2083493.45,"286,824","5,661",$7.28,$368.04,0.0,2389854.61,"320,892","6,004",$7.52,$398.04,0
12591,Pyridostigmine Bromide ER,Pyridostigmine Bromide,1,Rising Pharm,0.0,,,,,,0.0,,,,,,350605.7,"$36,456.00",779,$9.62,$450.07,0.0,280595.23,"38,475",787,$7.29,$356.54,0.0,282093.66,"39,654",741,$7.11,$380.69,0
12592,Pyridostigmine Bromide ER,Pyridostigmine Bromide,1,Oceanside Pharm,1132277.29,"83,067","1,730",$13.63,$654.50,0.0,394534.11,"42,480",839,$9.29,$470.24,0.0,380121.37,"$50,757.00","1,030",$7.49,$369.05,0.0,526924.62,"84,460","1,598",$6.24,$329.74,0.0,536273.14,"89,087","1,482",$6.02,$361.86,0
12593,Pyridostigmine Bromide ER,Pyridostigmine Bromide,1,Amneal Pharmace,836404.52,"59,004","1,296",$14.18,$645.37,0.0,643318.68,"65,969","1,409",$9.75,$456.58,0.0,419967.4,"$47,712.00","1,048",$8.80,$400.73,0.0,129535.77,"17,764",366,$7.29,$353.92,0.0,36531.26,"4,020",89,$9.09,$410.46,1
12594,Pyridostigmine Bromide ER,Pyridostigmine Bromide,1,Alvogen Inc,1654133.44,"125,271","2,711",$13.20,$610.16,0.0,1603569.52,"156,422","3,458",$10.25,$463.73,0.0,1192250.35,"$123,801.00","2,574",$9.63,$463.19,0.0,1146437.83,"146,125","2,910",$7.85,$393.96,0.0,1534956.55,"188,131","3,692",$8.16,$415.75,0
12595,Pyridoxine HCl,Pyridoxine HCl (Vitamin B6),1,Overall,531393.36,"17,586.483","7,602",$30.22,$69.90,0.0,385905.15,"14,452.999","6,285",$26.70,$61.40,1.0,328534.01,"$18,730.88","6,721",$17.54,$48.88,1.0,297182.24,"27,508.024","8,887",$10.80,$33.44,1.0,358876.75,"30,715.731","9,962",$11.68,$36.02,1
12596,Pyridoxine HCl,Pyridoxine HCl (Vitamin B6),1,Fresenius Kabi,531393.36,"17,586.483","7,602",$30.22,$69.90,0.0,385905.15,"14,452.999","6,285",$26.70,$61.40,1.0,328534.01,"$18,730.88","6,721",$17.54,$48.88,1.0,297182.24,"27,508.024","8,887",$10.80,$33.44,1.0,358876.75,"30,715.731","9,962",$11.68,$36.02,1
12597,Pyrimethamine,Pyrimethamine,2,Overall,0.0,,,,,,0.0,,,,,,0.0,,,,,,5990477.17,"14,469.536",300,$416.79,"$19,968.26",0.0,8485663.72,"23,704.08",498,$361.74,"$17,039.49",0
12598,Pyrimethamine,Pyrimethamine,1,"Oakrum Pharma,",0.0,,,,,,0.0,,,,,,0.0,,,,,,1184380.45,"3,380",60,$350.41,"$19,739.67",1.0,2385428.32,"7,907",144,$301.69,"$16,565.47",0
12599,Pyrimethamine,Pyrimethamine,1,Dr.Reddy'S Lab,0.0,,,,,,0.0,,,,,,0.0,,,,,,4806096.72,"11,089.536",240,$433.39,"$20,025.40",0.0,6100235.4,"15,797.08",354,$386.16,"$17,232.30",0
12600,Qbrelis,Lisinopril,1,Overall,1388465.87,"423,004.1","3,516",$3.28,$394.90,0.0,2152925.07,"663,820","5,161",$3.24,$417.15,0.0,2824754.28,"$889,092.10","6,561",$3.18,$430.54,0.0,3477022.2,"1,006,479.2","7,483",$3.45,$464.66,0.0,4225541.65,"1,210,635","8,589",$3.49,$491.97,0
12601,Qbrelis,Lisinopril,1,Azurity Pharmac,1388465.87,"423,004.1","3,516",$3.28,$394.90,0.0,2152925.07,"663,820","5,161",$3.24,$417.15,0.0,2824754.28,"$889,092.10","6,561",$3.18,$430.54,0.0,3477022.2,"1,006,479.2","7,483",$3.45,$464.66,0.0,4225541.65,"1,210,635","8,589",$3.49,$491.97,0
12602,Qbrexza,Glycopyrronium Tosylate,1,Overall,0.0,,,,,,149843.5,"8,430",276,$17.78,$542.91,0.0,4344941.32,"$244,897.00","8,059",$17.74,$539.14,0.0,5977295.59,"320,568","10,490",$18.65,$569.81,0.0,6816299.84,"348,739","11,326",$19.55,$601.83,0
12603,Qbrexza,Glycopyrronium Tosylate,1,Dermira/Journey,0.0,,,,,,149843.5,"8,430",276,$17.78,$542.91,0.0,4344941.32,"$244,897.00","8,059",$17.74,$539.14,0.0,5977295.59,"320,568","10,490",$18.65,$569.81,0.0,6816299.84,"348,739","11,326",$19.55,$601.83,0
12604,Qdolo,Tramadol HCl,1,Overall,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,15284.75,"10,547",29,$1.45,$527.06,1
12605,Qdolo,Tramadol HCl,1,Athena Bioscien,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,15284.75,"10,547",29,$1.45,$527.06,1
12606,Qelbree,Viloxazine HCl,1,Overall,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,6278315.09,"647,222","18,403",$9.70,$341.16,0
12607,Qelbree,Viloxazine HCl,1,Supernus Pharma,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,6278315.09,"647,222","18,403",$9.70,$341.16,0
12608,Qinlock,Ripretinib,1,Overall,0.0,,,,,,0.0,,,,,,0.0,,,,,,2562243.15,"7,410",83,$345.78,"$30,870.40",0.0,7999511.73,"22,170",226,$360.83,"$35,396.07",0
12609,Qinlock,Ripretinib,1,Deciphera Pharm,0.0,,,,,,0.0,,,,,,0.0,,,,,,2562243.15,"7,410",83,$345.78,"$30,870.40",0.0,7999511.73,"22,170",226,$360.83,"$35,396.07",0
12610,Qnasl,Beclomethasone Dipropionate,1,Overall,6095683.05,"273,257.96","31,179",$22.31,$195.51,0.0,3797006.47,"162,476.43","18,414",$23.37,$206.20,0.0,2698334.03,"$120,988.12","11,896",$22.30,$226.83,0.0,2400050.56,"106,900.06","9,929",$22.45,$241.72,0.0,2553272.63,"107,659.22","9,965",$23.72,$256.22,0
12611,Qnasl,Beclomethasone Dipropionate,1,Teva Specialty,6095683.05,"273,257.96","31,179",$22.31,$195.51,0.0,3797006.47,"162,476.43","18,414",$23.37,$206.20,0.0,2698334.03,"$120,988.12","11,896",$22.30,$226.83,0.0,2400050.56,"106,900.06","9,929",$22.45,$241.72,0.0,2553272.63,"107,659.22","9,965",$23.72,$256.22,0
12612,Qnasl Children,Beclomethasone Dipropionate,1,Overall,3496538.46,"86,407.942","17,546",$40.47,$199.28,0.0,2117861.15,"49,656.2","9,994",$42.65,$211.91,0.0,1242520.74,"$33,833.62","5,369",$36.72,$231.42,0.0,749803.36,"21,360.6","3,044",$35.10,$246.32,0.0,609310.77,"16,544.8","2,359",$36.83,$258.29,0
12613,Qnasl Children,Beclomethasone Dipropionate,1,Teva Specialty,3496538.46,"86,407.942","17,546",$40.47,$199.28,0.0,2117861.15,"49,656.2","9,994",$42.65,$211.91,0.0,1242520.74,"$33,833.62","5,369",$36.72,$231.42,0.0,749803.36,"21,360.6","3,044",$35.10,$246.32,0.0,609310.77,"16,544.8","2,359",$36.83,$258.29,0
12614,Qsymia,Phentermine/Topiramate,1,Overall,393235.47,"61,141","2,152",$6.43,$182.73,0.0,345033.74,"54,803","1,935",$6.29,$178.31,0.0,309655.56,"$49,556.00","1,742",$6.24,$177.76,0.0,347253.31,"55,923","1,952",$6.19,$177.90,0.0,449201.07,"71,711","2,408",$6.26,$186.55,0
12615,Qsymia,Phentermine/Topiramate,1,Vivus,393235.47,"61,141","2,152",$6.43,$182.73,0.0,345033.74,"54,803","1,935",$6.29,$178.31,0.0,309655.56,"$49,556.00","1,742",$6.24,$177.76,0.0,347253.31,"55,923","1,952",$6.19,$177.90,0.0,449201.07,"71,711","2,408",$6.26,$186.55,0
12616,Qtern,Dapagliflozin/Saxagliptin HCl,1,Overall,0.0,,,,,,28376.13,"1,842",63,$15.41,$450.41,0.0,128997.19,"$7,995.00",266,$16.13,$484.95,0.0,211999.83,"12,704",397,$16.69,$534.00,0.0,237435.93,"13,885",413,$17.09,$574.91,0
12617,Qtern,Dapagliflozin/Saxagliptin HCl,1,Astrazeneca,0.0,,,,,,28376.13,"1,842",63,$15.41,$450.41,0.0,128997.19,"$7,995.00",266,$16.13,$484.95,0.0,211999.83,"12,704",397,$16.69,$534.00,0.0,237435.93,"13,885",413,$17.09,$574.91,0
12618,Quartette,L-Norgest/E.Estradiol-E.Estrad,1,Overall,249748.73,"60,238",662,$4.15,$377.26,0.0,61878.05,"15,106",166,$4.10,$372.76,0.0,33295.85,"$7,280.00",80,$4.57,$416.20,0.0,21748.73,"4,277",47,$5.09,$462.74,1.0,12622.11,"2,184",24,$5.78,$525.92,1
12619,Quartette,L-Norgest/E.Estradiol-E.Estrad,1,Teva Women'S He,249748.73,"60,238",662,$4.15,$377.26,0.0,61878.05,"15,106",166,$4.10,$372.76,0.0,33295.85,"$7,280.00",80,$4.57,$416.20,0.0,21748.73,"4,277",47,$5.09,$462.74,1.0,12622.11,"2,184",24,$5.78,$525.92,1
12620,Qudexy XR,Topiramate,1,Overall,2761889.42,"174,030","4,207",$16.24,$656.50,0.0,3556964.06,"193,046","4,737",$18.49,$750.89,0.0,3996115.13,"$207,270.00","4,949",$19.67,$807.46,0.0,4574335.13,"242,229","5,450",$19.22,$839.33,0.0,2579494.13,"119,637","2,606",$21.59,$989.83,0
12621,Qudexy XR,Topiramate,1,Upsher-Smith La,2761889.42,"174,030","4,207",$16.24,$656.50,0.0,3556964.06,"193,046","4,737",$18.49,$750.89,0.0,3996115.13,"$207,270.00","4,949",$19.67,$807.46,0.0,4574335.13,"242,229","5,450",$19.22,$839.33,0.0,2579494.13,"119,637","2,606",$21.59,$989.83,0
12622,Quelicin,Succinylcholine Chloride,3,Overall,8083985.24,"382,422.851","49,569",$21.13,$163.09,1.0,10976465.62,"351,168.94","47,472",$31.28,$231.22,1.0,13745211.37,"$289,826.60","41,722",$47.53,$329.45,1.0,13267716.21,"284,189.985","37,391",$46.66,$354.84,1.0,11118558.14,"210,841.97","32,175",$52.73,$345.57,1
12623,Quelicin,Succinylcholine Chloride,1,Hospira/Pfizer,7931364.34,"358,624.41","46,409",$22.12,$170.90,1.0,10136333.84,"313,201.19","42,489",$32.36,$238.56,1.0,12962650.2,"$261,104.75","37,824",$49.65,$342.71,1.0,12305905.96,"265,937.185","34,937",$46.27,$352.23,1.0,9879575.44,"200,484.47","30,586",$49.28,$323.01,1
12624,Quelicin,Succinylcholine Chloride,1,Hospira-Novaplu,151242.93,"23,556.041","3,095",$6.42,$48.87,1.0,837789.45,"37,334.75","4,867",$22.44,$172.14,1.0,781377.98,"$28,415.85","3,816",$27.50,$204.76,1.0,961076.61,"17,985.8","2,390",$53.44,$402.12,1.0,1237651.86,"9,192.5","1,404",$134.64,$881.52,0
12625,Quelicin,Succinylcholine Chloride,1,Hospira,1377.97,242.4,65,$18.58,$21.20,1.0,2342.33,633,116,$3.69,$20.19,1.0,1183.19,$306.00,82,$3.87,$14.43,1.0,733.64,267,64,$2.75,$11.46,1.0,1330.84,"1,165",185,$1.14,$7.19,1
12626,Questran,Cholestyramine (With Sugar),1,Overall,11585.46,"15,904.711",31,$2.05,$373.72,1.0,5170.02,"9,812.9",26,$1.07,$198.85,1.0,6275.99,"$14,444.94",52,$0.67,$120.69,1.0,2027.3,"3,570",14,$1.57,$144.81,1.0,3426.34,"5,167",26,$1.64,$131.78,1
12627,Questran,Cholestyramine (With Sugar),1,Par Pharmaceuti,11585.46,"15,904.711",31,$2.05,$373.72,1.0,5170.02,"9,812.9",26,$1.07,$198.85,1.0,6275.99,"$14,444.94",52,$0.67,$120.69,1.0,2027.3,"3,570",14,$1.57,$144.81,1.0,3426.34,"5,167",26,$1.64,$131.78,1
12628,Quetiapine Fumarate,Quetiapine Fumarate,19,Overall,76288698.05,"213,033,603.3","5,117,904",$0.37,$14.91,0.0,66698490.23,"215,205,823.1","5,186,765",$0.32,$12.86,0.0,65325491.01,"$218,353,198.28","5,280,030",$0.30,$12.37,0.0,67789765.23,"237,321,091.48","5,593,858",$0.29,$12.12,0.0,69047738.41,"246,524,207.92","5,734,405",$0.29,$12.04,0
12629,Quetiapine Fumarate,Quetiapine Fumarate,1,West-Ward/Hikma,2425652.54,"5,766,332.864","144,621",$0.43,$16.77,0.0,433085.86,"1,496,706.801","37,819",$0.29,$11.45,0.0,299622.6,"$909,820.43","23,061",$0.33,$12.99,0.0,153795.18,"542,335.5","14,130",$0.28,$10.88,0.0,116640.82,"380,257.4","9,957",$0.31,$11.71,0
12630,Quetiapine Fumarate,Quetiapine Fumarate,1,Unichem Pharmac,337657.89,"867,372.5","20,314",$0.40,$16.62,0.0,664844.74,"1,916,151.5","47,353",$0.35,$14.04,0.0,1739113.42,"$5,750,512.81","142,583",$0.30,$12.20,0.0,4131985.18,"14,056,290.456","336,731",$0.30,$12.27,0.0,3986914.68,"14,892,741.974","354,945",$0.27,$11.23,0
12631,Quetiapine Fumarate,Quetiapine Fumarate,1,Teva USA,8285014.35,"22,912,063.9","563,942",$0.37,$14.69,0.0,7172812.0,"24,487,859.75","596,211",$0.30,$12.03,0.0,7755895.96,"$26,436,793.50","641,234",$0.30,$12.10,0.0,7858314.5,"27,763,908.5","650,530",$0.29,$12.08,0.0,1604621.96,"5,184,504.087","118,763",$0.32,$13.51,0
12632,Quetiapine Fumarate,Quetiapine Fumarate,1,Sandoz,339300.01,"834,757","21,007",$0.41,$16.15,0.0,239977.78,"702,744.7","17,577",$0.34,$13.65,0.0,47319.5,"$145,043.00","3,797",$0.32,$12.46,0.0,25326.16,"91,504.5","2,425",$0.28,$10.44,0.0,21603.26,"83,082","2,214",$0.26,$9.76,0
12633,Quetiapine Fumarate,Quetiapine Fumarate,1,Roxane/West-War,593716.42,"1,965,250.38","49,776",$0.30,$11.93,0.0,119770.3,"508,497.9","13,085",$0.24,$9.15,0.0,75964.49,"$318,528.00","8,158",$0.24,$9.31,0.0,43849.74,"236,900","6,263",$0.19,$7.00,0.0,31570.49,"150,261","4,063",$0.21,$7.77,0
12634,Quetiapine Fumarate,Quetiapine Fumarate,1,Northstar Rx Ll,6438579.52,"19,393,878.408","456,130",$0.34,$14.12,0.0,4868456.74,"16,533,699.194","391,533",$0.30,$12.43,0.0,4925961.83,"$17,196,057.93","407,463",$0.29,$12.09,0.0,5772128.78,"20,844,348.773","488,530",$0.28,$11.82,0.0,6105736.62,"22,846,497.163","531,811",$0.27,$11.48,0
12635,Quetiapine Fumarate,Quetiapine Fumarate,1,Sun Pharma Glob,2800505.53,"6,734,464.254","172,644",$0.42,$16.22,0.0,1524773.42,"4,418,973","111,704",$0.35,$13.65,0.0,923587.86,"$2,673,165.49","68,279",$0.35,$13.53,0.0,825026.88,"2,563,926.5","62,933",$0.33,$13.11,0.0,1052156.35,"3,248,536","79,865",$0.33,$13.17,0
12636,Quetiapine Fumarate,Quetiapine Fumarate,1,Mckesson Packag,14012.93,"17,550","1,261",$0.85,$11.11,0.0,19893.81,"18,107.75","1,235",$1.23,$16.11,0.0,10622.14,"$14,574.00","1,116",$0.72,$9.52,0.0,3920.55,"7,806",864,$0.50,$4.54,0.0,15897.83,"3,251.7",619,$5.02,$25.68,1
12637,Quetiapine Fumarate,Quetiapine Fumarate,1,Major Pharmaceu,42307.49,"85,858.677","3,262",$0.50,$12.97,0.0,67266.84,"97,161.048","3,664",$0.77,$18.36,0.0,31024.56,"$70,976.50","2,931",$0.43,$10.58,0.0,27731.99,"74,992","3,204",$0.39,$8.66,0.0,40965.76,"70,343.362","3,244",$0.68,$12.63,0
12638,Quetiapine Fumarate,Quetiapine Fumarate,1,Macleods Pharma,835225.6,"1,720,960.515","43,384",$0.49,$19.25,0.0,1486017.68,"3,536,235.261","89,950",$0.42,$16.52,0.0,1359012.99,"$3,825,459.55","96,785",$0.35,$14.04,0.0,555154.83,"1,615,242","41,547",$0.34,$13.36,0.0,27147.92,"75,346.25","2,073",$0.36,$13.10,0
12639,Quetiapine Fumarate,Quetiapine Fumarate,1,Lupin Pharmaceu,11710850.52,"34,321,294.828","808,216",$0.35,$14.49,0.0,12948606.55,"43,226,905.105","1,024,805",$0.31,$12.64,0.0,8042951.47,"$28,798,317.48","692,087",$0.28,$11.62,0.0,4468480.32,"18,295,084.2","422,207",$0.25,$10.58,0.0,6226994.21,"26,171,994.815","587,295",$0.24,$10.60,0
12640,Quetiapine Fumarate,Quetiapine Fumarate,1,Dr.Reddy'S Lab,514809.19,"1,276,507.873","30,985",$0.41,$16.61,0.0,229486.44,"594,964","14,794",$0.39,$15.51,0.0,85086.98,"$263,302.70","6,612",$0.32,$12.87,0.0,11724.35,"41,580","1,030",$0.28,$11.38,1.0,3468.89,"14,527",346,$0.24,$10.03,1
12641,Quetiapine Fumarate,Quetiapine Fumarate,1,Bluepoint Labor,3469390.39,"9,965,259.5","236,684",$0.35,$14.66,0.0,3102242.93,"9,813,114.28","234,000",$0.32,$13.26,0.0,2873043.29,"$9,089,094.48","220,459",$0.32,$13.03,0.0,3110049.22,"10,510,013.743","256,943",$0.30,$12.10,0.0,3006347.85,"10,813,444.7","262,662",$0.28,$11.45,0
12642,Quetiapine Fumarate,Quetiapine Fumarate,1,Avpak,101.23,162,21,$0.72,$4.82,1.0,1384.88,"1,309.75",210,$1.52,$6.59,1.0,1773.09,"$1,383.50",178,$1.92,$9.96,1.0,1907.85,"2,801.333",253,$0.86,$7.54,1.0,8428.73,"2,362.167",462,$6.81,$18.24,1
12643,Quetiapine Fumarate,Quetiapine Fumarate,1,Aurobindo Pharm,4082.98,"8,118",202,$0.52,$20.21,1.0,3714.53,"16,423",409,$0.23,$9.08,1.0,3257252.01,"$10,327,894.50","247,574",$0.32,$13.16,0.0,3209375.67,"11,392,486","259,139",$0.29,$12.38,0.0,10807124.88,"37,653,036.001","844,991",$0.29,$12.79,0
12644,Quetiapine Fumarate,Quetiapine Fumarate,1,Ascend Laborato,10786628.18,"30,068,699.871","750,059",$0.36,$14.38,0.0,12642320.74,"41,408,791.169","1,031,840",$0.31,$12.25,0.0,17131900.7,"$57,539,374.59","1,415,058",$0.30,$12.11,0.0,25642330.12,"89,211,322.062","2,127,836",$0.29,$12.05,0.0,25512472.91,"89,005,070.246","2,125,864",$0.29,$12.00,0
12645,Quetiapine Fumarate,Quetiapine Fumarate,1,Apotex Corp,3332438.87,"8,552,605.048","202,953",$0.40,$16.42,0.0,617215.86,"1,720,102.658","43,752",$0.36,$14.11,0.0,146052.53,"$452,009.84","12,084",$0.33,$12.09,0.0,113747.88,"319,366.4","8,187",$0.36,$13.89,0.0,65521.78,"203,555","5,210",$0.32,$12.58,0
12646,Quetiapine Fumarate,Quetiapine Fumarate,1,Ahp,35879.0,"62,786.5","2,953",$0.72,$12.15,0.0,18908.2,"28,572.5","2,069",$0.75,$9.14,0.0,10881.24,"$13,778.00","1,553",$0.85,$7.01,0.0,14607.0,"5,435.5","1,080",$3.59,$13.53,1.0,13307.64,"5,844","1,118",$3.04,$11.90,1
12647,Quetiapine Fumarate,Quetiapine Fumarate,1,Accord Healthca,24322545.41,"68,479,681.18","1,609,490",$0.36,$15.11,0.0,20537710.93,"64,679,503.737","1,524,755",$0.32,$13.47,0.0,16608424.35,"$54,527,111.97","1,289,018",$0.31,$12.88,0.0,11820309.03,"39,745,748.016","910,026",$0.31,$12.99,0.0,10400815.83,"35,719,553.055","798,903",$0.30,$13.02,0
12648,Quetiapine Fumarate ER,Quetiapine Fumarate,12,Overall,115309337.9,"12,532,208.07","346,799",$9.21,$332.50,0.0,38877334.17,"15,776,093.98","430,239",$2.47,$90.36,0.0,25313273.02,"$17,220,151.56","464,051",$1.47,$54.55,0.0,18864525.82,"17,931,213","475,116",$1.06,$39.71,0.0,18631825.26,"18,336,915.9","481,670",$1.02,$38.68,0
12649,Quetiapine Fumarate ER,Quetiapine Fumarate,1,"Trupharma, LLC.",3526560.39,"798,537.9","20,997",$4.49,$167.96,0.0,5042001.09,"2,165,727.9","56,472",$2.38,$89.28,0.0,2300528.38,"$1,645,946.00","42,916",$1.43,$53.61,0.0,974823.92,"1,275,415","32,559",$0.78,$29.94,0.0,131971.06,"160,121","4,602",$0.83,$28.68,0
12650,Quetiapine Fumarate ER,Quetiapine Fumarate,1,Sciegen Pharmac,0.0,,,,,,0.0,,,,,,0.0,,,,,,153922.49,"131,924","3,610",$1.16,$42.64,0.0,2048355.12,"2,307,511","59,113",$0.90,$34.65,0
12651,Quetiapine Fumarate ER,Quetiapine Fumarate,1,Par Pharm.,59713982.77,"5,835,739.17","165,500",$10.28,$360.81,0.0,2364227.95,"1,013,475.08","29,648",$2.35,$79.74,0.0,455378.26,"$233,663.00","6,935",$1.97,$65.66,0.0,9690.41,"7,126",216,$1.32,$44.86,1.0,758.05,"1,041",38,$0.73,$19.95,1
12652,Quetiapine Fumarate ER,Quetiapine Fumarate,1,Mallinckrodt Ph,1134771.3,"257,807","7,010",$4.36,$161.88,0.0,1117477.89,"507,882","13,563",$2.20,$82.39,0.0,238589.59,"$205,583.50","5,405",$1.16,$44.14,0.0,11367.64,"15,435",430,$0.74,$26.44,0.0,1421.04,690,20,$1.74,$71.05,1
